"Time","Indicator","Age","Place of residence","Sex","Unit","Value"
"2022","Deaths","15","Urban and rural areas","Males and females","persons","5"
"2022","Deaths","15","Urban and rural areas","Males","persons","3"
"2022","Deaths","15","Urban and rural areas","Females","persons","2"
"2023","Deaths","15","Urban and rural areas","Males and females","persons","6"
"2023","Deaths","15","Urban and rural areas","Males","persons","5"
"2023","Deaths","15","Urban and rural areas","Females","persons","1"
"2024","Deaths","15","Urban and rural areas","Males and females","persons","4"
"2024","Deaths","15","Urban and rural areas","Males","persons","2"
"2024","Deaths","15","Urban and rural areas","Females","persons","2"
"2015","Deaths","16","Urban and rural areas","Males and females","persons","13"
"2015","Deaths","16","Urban and rural areas","Males","persons","9"
"2015","Deaths","16","Urban and rural areas","Females","persons","4"
"2016","Deaths","16","Urban and rural areas","Males and females","persons","12"
"2016","Deaths","16","Urban and rural areas","Males","persons","11"
"2016","Deaths","16","Urban and rural areas","Females","persons","1"
"2017","Deaths","16","Urban and rural areas","Males and females","persons","10"
"2017","Deaths","16","Urban and rural areas","Males","persons","9"
"2017","Deaths","16","Urban and rural areas","Females","persons","1"
"2018","Deaths","16","Urban and rural areas","Males and females","persons","12"
"2018","Deaths","16","Urban and rural areas","Males","persons","8"
"2018","Deaths","16","Urban and rural areas","Females","persons","4"
"2019","Deaths","16","Urban and rural areas","Males and females","persons","10"
"2019","Deaths","16","Urban and rural areas","Males","persons","8"
"2019","Deaths","16","Urban and rural areas","Females","persons","2"
"2020","Deaths","16","Urban and rural areas","Males and females","persons","11"
"2020","Deaths","16","Urban and rural areas","Males","persons","7"
"2020","Deaths","16","Urban and rural areas","Females","persons","4"
"2021","Deaths","16","Urban and rural areas","Males and females","persons","4"
"2021","Deaths","16","Urban and rural areas","Males","persons","1"
"2021","Deaths","16","Urban and rural areas","Females","persons","3"
"2022","Deaths","16","Urban and rural areas","Males and females","persons","5"
"2022","Deaths","16","Urban and rural areas","Males","persons","5"
"2022","Deaths","16","Urban and rural areas","Females","persons",
"2023","Deaths","16","Urban and rural areas","Males and females","persons","7"
"2023","Deaths","16","Urban and rural areas","Males","persons","4"
"2023","Deaths","16","Urban and rural areas","Females","persons","3"
"2024","Deaths","16","Urban and rural areas","Males and females","persons","4"
"2024","Deaths","16","Urban and rural areas","Males","persons","3"
"2024","Deaths","16","Urban and rural areas","Females","persons","1"
"2015","Deaths","17","Urban and rural areas","Males and females","persons","13"
"2015","Deaths","17","Urban and rural areas","Males","persons","10"
"2015","Deaths","17","Urban and rural areas","Females","persons","3"
"2016","Deaths","17","Urban and rural areas","Males and females","persons","8"
"2016","Deaths","17","Urban and rural areas","Males","persons","2"
"2016","Deaths","17","Urban and rural areas","Females","persons","6"
"2017","Deaths","17","Urban and rural areas","Males and females","persons","10"
"2017","Deaths","17","Urban and rural areas","Males","persons","8"
"2017","Deaths","17","Urban and rural areas","Females","persons","2"
"2018","Deaths","17","Urban and rural areas","Males and females","persons","13"
"2018","Deaths","17","Urban and rural areas","Males","persons","9"
"2018","Deaths","17","Urban and rural areas","Females","persons","4"
"2019","Deaths","17","Urban and rural areas","Males and females","persons","8"
"2019","Deaths","17","Urban and rural areas","Males","persons","5"
"2019","Deaths","17","Urban and rural areas","Females","persons","3"
"2020","Deaths","17","Urban and rural areas","Males and females","persons","10"
"2020","Deaths","17","Urban and rural areas","Males","persons","8"
"2020","Deaths","17","Urban and rural areas","Females","persons","2"
"2021","Deaths","17","Urban and rural areas","Males and females","persons","11"
"2021","Deaths","17","Urban and rural areas","Males","persons","10"
"2021","Deaths","17","Urban and rural areas","Females","persons","1"
"2022","Deaths","17","Urban and rural areas","Males and females","persons","7"
"2022","Deaths","17","Urban and rural areas","Males","persons","6"
"2022","Deaths","17","Urban and rural areas","Females","persons","1"
"2023","Deaths","17","Urban and rural areas","Males and females","persons","12"
"2023","Deaths","17","Urban and rural areas","Males","persons","10"
"2023","Deaths","17","Urban and rural areas","Females","persons","2"
"2024","Deaths","17","Urban and rural areas","Males and females","persons","9"
"2024","Deaths","17","Urban and rural areas","Males","persons","8"
"2024","Deaths","17","Urban and rural areas","Females","persons","1"
"2015","Deaths","18","Urban and rural areas","Males and females","persons","28"
"2015","Deaths","18","Urban and rural areas","Males","persons","19"
"2015","Deaths","18","Urban and rural areas","Females","persons","9"
"2016","Deaths","18","Urban and rural areas","Males and females","persons","16"
"2016","Deaths","18","Urban and rural areas","Males","persons","13"
"2016","Deaths","18","Urban and rural areas","Females","persons","3"
"2017","Deaths","18","Urban and rural areas","Males and females","persons","19"
"2017","Deaths","18","Urban and rural areas","Males","persons","15"
"2017","Deaths","18","Urban and rural areas","Females","persons","4"
"2018","Deaths","18","Urban and rural areas","Males and females","persons","20"
"2018","Deaths","18","Urban and rural areas","Males","persons","16"
"2018","Deaths","18","Urban and rural areas","Females","persons","4"
"2019","Deaths","18","Urban and rural areas","Males and females","persons","16"
"2019","Deaths","18","Urban and rural areas","Males","persons","9"
"2019","Deaths","18","Urban and rural areas","Females","persons","7"
"2020","Deaths","18","Urban and rural areas","Males and females","persons","22"
"2020","Deaths","18","Urban and rural areas","Males","persons","14"
"2020","Deaths","18","Urban and rural areas","Females","persons","8"
"2021","Deaths","18","Urban and rural areas","Males and females","persons","8"
"2021","Deaths","18","Urban and rural areas","Males","persons","8"
"2021","Deaths","18","Urban and rural areas","Females","persons","0"
"2022","Deaths","18","Urban and rural areas","Males and females","persons","10"
"2022","Deaths","18","Urban and rural areas","Males","persons","6"
"2022","Deaths","18","Urban and rural areas","Females","persons","4"
"2023","Deaths","18","Urban and rural areas","Males and females","persons","14"
"2023","Deaths","18","Urban and rural areas","Males","persons","10"
"2023","Deaths","18","Urban and rural areas","Females","persons","4"
"2024","Deaths","18","Urban and rural areas","Males and females","persons","11"
"2024","Deaths","18","Urban and rural areas","Males","persons","9"
"2024","Deaths","18","Urban and rural areas","Females","persons","2"
"2015","Deaths","19","Urban and rural areas","Males and females","persons","31"
"2015","Deaths","19","Urban and rural areas","Males","persons","26"
"2015","Deaths","19","Urban and rural areas","Females","persons","5"
"2016","Deaths","19","Urban and rural areas","Males and females","persons","21"
"2016","Deaths","19","Urban and rural areas","Males","persons","16"
"2016","Deaths","19","Urban and rural areas","Females","persons","5"
"2017","Deaths","19","Urban and rural areas","Males and females","persons","22"
"2017","Deaths","19","Urban and rural areas","Males","persons","17"
"2017","Deaths","19","Urban and rural areas","Females","persons","5"
"2018","Deaths","19","Urban and rural areas","Males and females","persons","19"
"2018","Deaths","19","Urban and rural areas","Males","persons","12"
"2018","Deaths","19","Urban and rural areas","Females","persons","7"
"2019","Deaths","19","Urban and rural areas","Males and females","persons","20"
"2019","Deaths","19","Urban and rural areas","Males","persons","16"
"2019","Deaths","19","Urban and rural areas","Females","persons","4"
"2020","Deaths","19","Urban and rural areas","Males and females","persons","11"
"2020","Deaths","19","Urban and rural areas","Males","persons","8"
"2020","Deaths","19","Urban and rural areas","Females","persons","3"
"2021","Deaths","19","Urban and rural areas","Males and females","persons","19"
"2021","Deaths","19","Urban and rural areas","Males","persons","13"
"2021","Deaths","19","Urban and rural areas","Females","persons","6"
"2022","Deaths","19","Urban and rural areas","Males and females","persons","17"
"2022","Deaths","19","Urban and rural areas","Males","persons","11"
"2022","Deaths","19","Urban and rural areas","Females","persons","6"
"2023","Deaths","19","Urban and rural areas","Males and females","persons","13"
"2023","Deaths","19","Urban and rural areas","Males","persons","6"
"2023","Deaths","19","Urban and rural areas","Females","persons","7"
"2024","Deaths","19","Urban and rural areas","Males and females","persons","13"
"2024","Deaths","19","Urban and rural areas","Males","persons","10"
"2024","Deaths","19","Urban and rural areas","Females","persons","3"
"2015","Deaths","20","Urban and rural areas","Males and females","persons","26"
"2015","Deaths","20","Urban and rural areas","Males","persons","21"
"2015","Deaths","20","Urban and rural areas","Females","persons","5"
"2016","Deaths","20","Urban and rural areas","Males and females","persons","21"
"2016","Deaths","20","Urban and rural areas","Males","persons","19"
"2016","Deaths","20","Urban and rural areas","Females","persons","2"
"2017","Deaths","20","Urban and rural areas","Males and females","persons","13"
"2017","Deaths","20","Urban and rural areas","Males","persons","11"
"2017","Deaths","20","Urban and rural areas","Females","persons","2"
"2018","Deaths","20","Urban and rural areas","Males and females","persons","22"
"2018","Deaths","20","Urban and rural areas","Males","persons","17"
"2018","Deaths","20","Urban and rural areas","Females","persons","5"
"2019","Deaths","20","Urban and rural areas","Males and females","persons","21"
"2019","Deaths","20","Urban and rural areas","Males","persons","15"
"2019","Deaths","20","Urban and rural areas","Females","persons","6"
"2020","Deaths","20","Urban and rural areas","Males and females","persons","22"
"2020","Deaths","20","Urban and rural areas","Males","persons","20"
"2020","Deaths","20","Urban and rural areas","Females","persons","2"
"2021","Deaths","20","Urban and rural areas","Males and females","persons","22"
"2021","Deaths","20","Urban and rural areas","Males","persons","17"
"2021","Deaths","20","Urban and rural areas","Females","persons","5"
"2022","Deaths","20","Urban and rural areas","Males and females","persons","12"
